LocalidadOrigen,LocalidadDestino,distancia,tiempo
27,33,15566.3,1177.3
27,34,8003.8,696.5
27,35,3094.7,306.7
27,36,3103.1,292.9
27,37,11620.9,1013.6
27,38,9663.5,859.8
27,39,7500.4,559.1
27,40,7998.0,618.5
27,41,15033.4,1158.1
27,42,4896.9,387.5
27,43,26645.0,1983.2
27,44,11131.0,1000.8
27,45,17225.4,1145.3
27,46,2221.0,199.9
27,47,5019.6,520.6
27,48,13209.2,922.9
27,49,4745.7,404.6
27,50,10263.1,886.5
27,51,4357.7,516.3
27,52,10494.3,869.4
27,53,11545.1,930.3
27,54,16688.7,1140.1
27,55,5368.1,430.8
27,56,10266.5,841.5
27,57,8957.7,694.0
27,58,13397.3,985.3
27,59,17366.0,1264.9
27,60,9498.5,818.3
27,61,21070.8,1403.2
27,62,6564.3,585.9
27,63,10444.5,781.1
27,64,10821.1,1123.6
27,65,9980.4,799.7
27,66,7621.9,576.4
27,67,9757.7,771.6
27,68,5539.6,541.2
27,69,8236.9,790.4
27,70,19779.4,1278.6
27,71,4374.4,407.2
27,72,12876.8,948.9
27,73,21289.5,1504.5
27,74,11381.2,952.4
27,75,14116.3,1095.1
27,76,14927.3,1131.8
27,77,15170.2,1023.8
27,78,17540.6,1193.5
27,79,14263.0,1144.5
27,80,9467.8,871.1
27,81,9122.8,711.0
27,82,11842.0,1060.2
27,83,19885.0,1389.9
27,84,10689.8,918.7
27,85,6048.7,455.6
27,86,13841.4,1082.8
27,87,13798.9,1115.2
27,88,14799.5,1007.6
27,89,27608.4,2082.7
27,90,11763.0,931.5
27,91,7896.3,729.0
27,92,8663.7,736.3
27,93,12545.2,990.8
27,94,12073.7,943.7
27,95,9538.7,746.2
27,96,4154.3,379.3
27,97,5652.6,477.9
27,98,14312.1,1767.2
27,99,12703.6,1175.3
27,100,11125.4,1029.2
27,101,7287.6,579.8
27,102,7516.2,600.1
28,1,22818.3,1615.0
28,2,17809.4,1282.5
28,3,27961.7,1838.2
28,4,19365.2,1248.2
28,5,1219.2,169.6
28,6,6188.0,496.0
28,7,7879.4,597.6
28,8,12941.3,971.4
28,9,21473.3,1380.5
28,10,14204.2,1145.8
28,11,10666.9,839.2
28,12,5453.8,653.9
28,13,11228.4,938.2
28,14,26999.0,1934.3
28,15,2698.7,284.8
28,16,24713.6,1698.1
28,17,33943.6,2387.9
28,18,29386.9,2012.2
28,19,19788.5,1309.1
28,20,12987.5,1190.7
28,21,20450.3,1385.6
28,22,16439.8,1067.5
28,23,10947.2,1008.2
28,24,18734.5,1358.8
28,25,7024.6,519.0
28,26,16878.7,1159.3
28,27,9629.6,670.9
28,29,6017.5,412.1
28,30,3073.8,392.0
28,31,6796.2,612.5
28,32,17444.3,1214.8
28,33,18782.7,1282.0
28,34,3973.8,542.3
28,35,10457.1,753.5
28,36,10826.8,803.7
28,37,13009.8,1343.1
28,38,8752.1,791.0
28,39,8889.4,888.6
28,40,3596.7,279.6
28,41,18249.8,1262.8
28,42,7864.2,534.6
28,43,32657.6,2320.8
28,44,10219.7,932.0
28,45,10713.1,751.7
28,46,9757.8,688.0
28,47,12036.0,974.1
28,48,6696.8,529.3
28,49,6426.5,626.7
28,50,9194.7,905.3
28,51,8588.4,663.7
28,52,13353.9,967.0
28,53,17807.1,1262.0
28,54,10176.4,746.5
28,55,12926.8,947.0
28,56,11142.2,904.1
28,57,2794.6,359.7
28,58,6885.0,591.7
28,59,24772.0,1668.6
28,60,1139.2,172.8
28,61,24287.2,1507.9
28,62,12247.6,891.7
28,63,3072.0,364.0
28,64,12118.9,1435.7
28,65,11369.3,1129.2
28,66,9010.8,905.9
28,67,5428.1,554.7
28,68,5449.8,689.1
28,69,10597.5,851.8
28,70,25792.0,1616.2
28,71,6899.1,721.5
28,72,6364.5,555.3
28,73,24505.9,1609.2
28,74,11961.8,977.0
28,75,20398.3,1482.3
28,76,7550.8,692.3
28,77,8657.9,630.2
28,78,23553.2,1531.1
28,79,20163.0,1374.6
28,80,7070.3,831.1
28,81,16213.4,1060.1
28,82,7896.8,977.6
28,83,23101.4,1494.6
28,84,18379.0,1316.0
28,85,12932.7,872.8
28,86,19854.0,1420.4
28,87,12887.6,1046.4
28,88,8287.2,614.0
28,89,33621.0,2420.3
28,90,14622.5,1029.1
28,91,5650.0,668.7
28,92,9489.3,1025.3
28,93,19295.2,1360.2
28,94,18335.8,1275.4
28,95,10927.6,1075.7
28,96,11170.8,832.8
28,97,6074.5,471.5
28,98,15701.0,2096.7
28,99,9845.5,974.4
28,100,8229.7,645.9
28,101,14171.5,997.0
28,102,16225.1,1054.0
29,1,22856.9,1670.2
29,2,20630.2,1629.2
29,3,28000.2,1893.4
29,4,19403.8,1303.4
29,5,5801.9,569.4
29,6,6497.7,591.7
29,7,7918.0,652.8
29,8,7879.2,858.3
29,9,14333.3,1414.4
29,10,18858.5,1463.4
29,11,10705.4,894.4
29,12,11875.6,1029.6
29,13,7466.3,801.1
29,14,27037.5,1989.5
29,15,3512.6,465.7
29,16,24752.2,1753.3
29,17,33982.2,2443.1
29,18,29425.5,2067.4
29,19,19827.1,1364.3
29,20,16032.4,1601.4
29,21,12933.2,1379.7
29,22,16478.3,1122.7
29,23,7185.1,871.1
29,24,18773.1,1414.0
29,25,2189.8,260.5
29,26,16917.3,1214.5
29,27,9668.1,726.1
29,28,5502.8,499.9
29,30,9495.6,767.7
29,31,6523.1,643.7
29,32,17482.8,1270.0
29,33,18821.3,1337.2
29,34,10395.5,918.0
29,35,10495.7,808.7
29,36,10865.4,858.9
29,37,18543.4,1486.0
29,38,4990.0,653.9
29,39,14422.9,1031.5
29,40,3906.5,375.3
29,41,11592.2,1245.2
29,42,6733.0,607.8
29,43,32696.2,2376.0
29,44,6139.8,772.4
29,45,7207.9,641.1
29,46,9796.3,743.2
29,47,12074.5,1029.3
29,48,9741.7,940.0
29,49,11668.1,883.8
29,50,6635.7,835.6
29,51,8627.0,718.9
29,52,13392.4,1022.2
29,53,17845.7,1317.2
29,54,7631.1,722.3
29,55,12965.4,1002.2
29,56,7062.4,744.5
29,57,8610.2,706.9
29,58,9929.9,1002.4
29,59,24810.5,1723.8
29,60,5467.9,545.6
29,61,16372.1,1542.9
29,62,12286.1,946.9
29,63,8256.9,814.4
29,64,17743.6,1596.0
29,65,16902.9,1272.1
29,66,14544.3,1048.8
29,67,4400.6,475.7
29,68,8426.8,764.3
29,69,10636.0,907.0
29,70,25830.6,1671.4
29,71,9695.4,812.3
29,72,9409.4,966.0
29,73,17388.3,1657.2
29,74,7882.0,817.4
29,75,20436.9,1537.5
29,76,5951.3,571.2
29,77,10352.7,906.5
29,78,23591.8,1586.3
29,79,20201.5,1429.8
29,80,13492.0,1206.8
29,81,16251.9,1115.3
29,82,14318.6,1353.3
29,83,23139.9,1549.8
29,84,18417.6,1371.2
29,85,12971.2,928.0
29,86,19892.6,1475.6
29,87,9125.5,909.3
29,88,10640.6,926.5
29,89,33659.6,2475.5
29,90,14661.1,1084.3
29,91,12071.8,1044.4
29,92,15586.2,1208.7
29,93,19333.8,1415.4
29,94,18374.3,1330.6
29,95,16461.2,1218.6
29,96,11209.3,888.0
29,97,6113.0,526.7
29,98,21234.6,2239.6
29,99,7138.7,884.0
29,100,11274.6,1056.6
29,101,14210.1,1052.2
29,102,16263.6,1109.2
30,1,22191.4,1550.4
30,2,9722.1,1055.8
30,3,27334.8,1773.6
30,4,18738.3,1183.6
30,5,2717.9,312.2
30,6,7912.9,624.8
30,7,7649.5,579.0
30,8,12314.4,906.8
30,9,20846.4,1315.9
30,10,8272.7,879.5
30,11,10039.9,774.6
30,12,3301.9,358.1
30,13,12953.3,1067.0
30,14,26372.1,1869.7
30,15,4423.6,413.6
30,16,24086.7,1633.5
30,17,33316.7,2323.3
30,18,28760.0,1947.6
30,19,19161.6,1244.5
30,20,12137.7,1027.6
30,21,19823.4,1321.0
30,22,15812.9,1002.9
30,23,12672.1,1137.0
30,24,18107.6,1294.2
30,25,8749.6,647.8
30,26,16251.8,1094.7
30,27,5839.2,444.5
30,28,3689.8,309.0
30,29,7742.5,540.9
30,31,8313.1,487.6
30,32,16817.4,1150.2
30,33,18155.8,1217.4
30,34,2797.6,258.2
30,35,6677.5,538.5
30,36,8942.2,737.4
30,37,10857.8,1047.3
30,38,10477.1,919.8
30,39,6737.4,592.8
30,40,5321.7,408.4
30,41,17622.9,1198.2
30,42,6067.5,488.0
30,43,32030.7,2256.2
30,44,11944.6,1060.8
30,45,9863.3,588.6
30,46,5978.2,473.0
30,47,11806.0,955.5
30,48,5847.0,366.2
30,49,4274.5,330.9
30,50,10651.1,868.2
30,51,8358.4,645.1
30,52,12727.0,902.4
30,53,17180.2,1197.4
30,54,9326.6,583.4
30,55,11207.3,875.3
30,56,11999.6,915.7
30,57,1595.5,137.9
30,58,6035.1,428.6
30,59,24145.1,1604.0
30,60,3356.0,376.2
30,61,23660.3,1443.3
30,62,11620.6,827.1
30,63,3082.4,224.4
30,64,9966.9,1139.9
30,65,9217.3,833.4
30,66,6858.8,610.1
30,67,7153.1,683.5
30,68,4250.8,467.3
30,69,9970.5,787.2
30,70,25165.1,1551.6
30,71,4747.1,425.7
30,72,5514.7,392.2
30,73,23879.0,1544.6
30,74,13114.3,1026.6
30,75,19771.4,1417.7
30,76,9717.8,577.3
30,77,7808.1,467.1
30,78,22926.3,1466.5
30,79,19536.0,1310.0
30,80,4918.3,535.3
30,81,15586.4,995.5
30,82,5744.9,681.8
30,83,22474.5,1430.0
30,84,17752.1,1251.4
30,85,9153.1,657.8
30,86,19227.1,1355.8
30,87,14612.6,1175.2
30,88,7437.3,450.9
30,89,32994.1,2355.7
30,90,13995.6,964.5
30,91,3498.0,372.9
30,92,7337.3,729.5
30,93,18668.3,1295.6
30,94,17708.8,1210.8
30,95,8775.7,779.9
30,96,10940.8,814.2
30,97,5447.6,406.9
30,98,13549.1,1800.9
30,99,11570.4,1103.2
30,100,7379.9,482.8
30,101,10391.9,782.0
30,102,15598.2,989.4
31,1,26481.5,1871.4
31,2,19156.0,1317.0
31,3,31624.8,2094.6
31,4,23028.4,1504.6
31,5,7188.6,671.1
31,6,10122.3,792.9
31,7,11542.6,854.0
31,8,11656.1,1102.3
31,9,25136.4,1636.9
31,10,15550.8,1180.3
31,11,14330.0,1095.6
31,12,11260.2,860.4
31,13,11243.2,1045.1
31,14,30662.1,2190.7
31,15,5960.9,582.1
31,16,28376.8,1954.5
31,17,37606.8,2644.3
31,18,33050.1,2268.6
31,19,23451.7,1565.5
31,20,14334.0,1225.2
31,21,16710.1,1623.7
31,22,20103.0,1323.9
31,23,10962.0,1115.1
31,24,22397.7,1615.2
31,25,4089.5,437.3
31,26,20541.9,1415.7
31,27,13292.8,927.3
31,28,6557.8,584.8
31,29,4908.5,423.2
31,30,8880.2,598.5
31,32,21107.4,1471.2
31,33,22445.9,1538.4
31,34,9859.5,750.3
31,35,14120.3,1009.9
31,36,14490.0,1060.1
31,37,18040.0,1406.7
31,38,8766.9,897.9
31,39,14695.8,1095.1
31,40,7531.1,576.5
31,41,15369.2,1489.2
31,42,10357.6,809.0
31,43,36320.8,2577.2
31,44,9916.8,1016.4
31,45,2384.2,216.1
31,46,13420.9,944.4
31,47,15699.2,1230.5
31,48,8043.4,563.8
31,49,12232.9,833.2
31,50,10412.6,1079.6
31,51,12251.6,920.1
31,52,17017.0,1223.4
31,53,21470.3,1518.4
31,54,1821.2,198.3
31,55,16590.0,1203.4
31,56,10839.3,988.5
31,57,9628.3,639.7
31,58,5323.4,459.0
31,59,28435.2,1925.0
31,60,6719.2,694.8
31,61,27950.4,1764.3
31,62,15910.7,1148.1
31,63,6174.0,499.6
31,64,17925.3,1642.2
31,65,17175.7,1335.7
31,66,14817.2,1112.4
31,67,8419.8,687.4
31,68,12051.5,965.5
31,69,14260.6,1108.2
31,70,29455.2,1872.6
31,71,12705.5,928.0
31,72,6691.3,529.9
31,73,28169.1,1865.6
31,74,11658.9,1061.4
31,75,24061.5,1738.7
31,76,957.4,127.5
31,77,3852.8,324.3
31,78,27216.4,1787.5
31,79,23826.1,1631.0
31,80,12728.1,978.4
31,81,19876.5,1316.5
31,82,13529.4,1057.3
31,83,26764.5,1751.0
31,84,22042.2,1572.4
31,85,16595.8,1129.2
31,86,23517.2,1676.8
31,87,12902.4,1153.3
31,88,4140.8,344.3
31,89,37284.2,2676.7
31,90,18285.7,1285.5
31,91,11456.4,875.2
31,92,15295.7,1231.8
31,93,22958.4,1616.6
31,94,21998.9,1531.8
31,95,16734.0,1282.2
31,96,14833.9,1089.2
31,97,9737.6,727.9
31,98,21308.7,2218.6
31,99,6889.7,986.4
31,100,9576.3,680.4
31,101,17834.7,1253.4
31,102,19888.2,1310.4
32,1,10770.3,1081.2
32,2,23768.0,1981.8
32,3,13842.6,995.2
32,4,6940.3,659.0
32,5,19415.5,1492.1
32,6,12347.8,1085.1
32,7,11519.7,1018.0
32,8,9573.6,927.9
32,9,11406.6,952.8
32,10,21996.3,1816.0
32,11,10189.1,918.2
32,12,16930.0,1482.3
32,13,15977.3,1363.9
32,14,10010.2,940.1
32,15,18150.9,1398.9
32,16,7724.8,703.9
32,17,19824.5,1544.9
32,18,15267.8,1169.2
32,19,7363.7,719.9
32,20,24577.9,2314.9
32,21,10383.6,957.9
32,22,5462.4,516.6
32,23,15258.6,1323.4
32,24,4282.1,541.4
32,25,19672.9,1470.0
32,26,4197.0,594.8
32,27,12805.9,1078.7
32,28,19116.4,1422.6
32,29,18665.8,1363.1
32,30,16743.2,1350.9
32,31,24905.0,1812.9
32,33,10141.2,867.7
32,34,17233.6,1465.1
32,35,13633.4,1161.3
32,36,9293.3,828.1
32,37,21681.1,1838.6
32,38,14917.0,1305.0
32,39,17560.7,1384.1
32,40,16505.1,1267.4
32,41,9608.3,848.5
32,42,13404.0,1036.4
32,43,18538.5,1477.8
32,44,14130.3,1240.0
32,45,24691.0,1850.6
32,46,12785.6,1081.0
32,47,9538.8,974.1
32,48,22439.0,1691.5
32,49,14544.6,1232.1
32,50,12054.2,1161.8
32,51,10452.8,1051.4
32,52,5502.1,539.3
32,53,1607.1,255.8
32,54,25918.5,1908.7
32,55,7786.8,679.6
32,56,12148.7,1059.3
32,57,16517.7,1457.5
32,58,22627.1,1753.9
32,59,7783.2,674.4
32,60,15121.8,1402.8
32,61,13445.4,1081.3
32,62,7491.2,689.0
32,63,19674.4,1549.7
32,64,20881.3,1948.6
32,65,20040.6,1624.7
32,66,17682.1,1401.4
32,67,15404.7,1290.5
32,68,14684.6,1304.2
32,69,9951.4,914.5
32,70,11672.9,773.2
32,71,13604.2,1175.8
32,72,22106.7,1717.5
32,73,12457.8,1075.4
32,74,10800.3,959.1
32,75,4515.5,467.0
32,76,23434.4,1780.7
32,77,24400.1,1792.4
32,78,9434.1,688.1
32,79,6156.4,639.1
32,80,18697.6,1639.7
32,81,3375.5,348.9
32,82,19415.5,1851.3
32,83,14459.8,1080.3
32,84,2332.2,393.5
32,85,16109.0,1280.6
32,86,5734.9,577.4
32,87,19052.5,1560.4
32,88,24029.3,1776.2
32,89,19501.9,1577.3
32,90,7763.0,657.6
32,91,17126.1,1497.6
32,92,18724.0,1561.3
32,93,3095.2,354.0
32,94,2135.7,269.2
32,95,19599.0,1571.2
32,96,9412.1,916.3
32,97,13421.3,1124.5
32,98,24372.4,2592.2
32,99,18350.6,1694.2
32,100,20355.3,1797.8
32,101,17347.8,1404.8
32,102,5247.7,503.1
33,1,7266.4,695.5
33,2,27127.8,2138.4
33,3,16253.6,1136.3
33,4,5904.0,524.0
33,5,15482.3,1377.2
33,6,10990.7,986.1
33,7,14193.5,1080.5
33,8,5427.8,517.2
33,9,4013.3,413.1
33,10,25356.1,1972.6
33,11,7725.6,779.3
33,12,20289.8,1638.9
33,13,10390.1,812.2
33,14,14843.7,1274.8
33,15,14217.7,1284.0
33,16,12779.2,1019.0
33,17,22235.6,1686.0
33,18,17678.9,1310.3
33,19,6327.4,584.9
33,20,29249.1,2393.6
33,21,2613.2,382.6
33,22,9147.4,567.8
33,23,9671.4,771.7
33,24,11442.2,859.1
33,25,12133.0,1056.2
33,26,9586.4,659.6
33,27,16165.7,1235.3
33,28,15183.2,1307.7
33,29,12331.6,1251.7
33,30,18228.3,1469.7
33,31,16214.6,1377.9
33,32,10448.8,750.2
33,34,19128.2,1620.0
33,35,17097.0,1292.8
33,36,12899.0,966.9
33,37,25041.0,1995.2
33,38,9329.8,753.3
33,39,20920.5,1540.7
33,40,13323.4,1184.8
33,41,471.4,64.5
33,42,12404.0,1009.9
33,43,20949.6,1618.9
33,44,8543.1,688.3
33,45,16899.3,1375.3
33,46,16223.3,1186.0
33,47,14715.3,1157.7
33,48,22958.4,1732.2
33,49,17904.5,1388.7
33,50,8405.8,761.2
33,51,12302.7,1022.2
33,52,5839.1,425.1
33,53,10811.6,797.4
33,54,17322.6,1456.5
33,55,11146.6,836.2
33,56,5657.7,559.0
33,57,17342.9,1408.9
33,58,21198.4,1772.4
33,59,13144.5,1027.9
33,60,15148.3,1353.4
33,61,6052.1,541.6
33,62,10058.8,825.2
33,63,20193.8,1590.4
33,64,24241.2,2105.2
33,65,23400.5,1781.3
33,66,21041.9,1558.0
33,67,10357.1,955.1
33,68,16906.5,1392.3
33,69,10776.7,865.9
33,70,8872.4,884.9
33,71,16964.0,1332.4
33,72,22626.1,1758.2
33,73,7068.3,655.9
33,74,5213.1,407.4
33,75,10154.8,825.2
33,76,15642.7,1305.4
33,77,20044.1,1640.7
33,78,11845.2,829.2
33,79,6701.8,650.4
33,80,22057.4,1796.3
33,81,8921.0,560.4
33,82,22775.3,2007.9
33,83,6809.7,574.8
33,84,11086.7,816.3
33,85,19468.8,1437.2
33,86,8146.0,718.5
33,87,13465.3,1008.7
33,88,20332.1,1660.7
33,89,21913.0,1718.4
33,90,4172.0,380.0
33,91,20486.0,1654.2
33,92,22083.8,1717.9
33,93,11134.4,871.1
33,94,11340.2,810.8
33,95,22958.8,1727.8
33,96,14588.6,1099.9
33,97,12423.1,1036.8
33,98,27732.2,2748.8
33,99,11877.6,1217.3
33,100,24491.3,1848.8
33,101,20707.7,1561.4
33,102,8932.7,554.3
34,1,23581.9,1739.1
34,2,7750.0,931.1
34,3,28725.2,1962.3
34,4,20128.7,1372.3
34,5,5268.3,544.4
34,6,9819.9,850.1
34,7,8106.4,758.2
34,8,13704.8,1095.5
34,9,22236.8,1504.6
34,10,6300.5,754.8
34,11,11430.4,963.3
34,12,1594.7,241.5
34,13,15104.6,1295.7
34,14,25344.6,2057.4
34,15,6974.1,645.8
34,16,23059.3,1821.2
34,17,34707.2,2512.0
34,18,30150.4,2136.3
34,19,20552.0,1433.2
34,20,8178.0,982.5
34,21,21213.8,1509.7
34,22,13218.9,1120.0
34,23,15662.5,1364.0
34,24,16421.8,1439.9
34,25,11549.5,849.3
34,26,14040.6,1255.4
34,27,5751.6,526.8
34,28,6240.3,541.2
34,29,10542.4,742.4
34,30,2701.7,257.8
34,31,10863.5,719.8
34,32,18207.8,1338.9
34,33,19546.2,1406.1
34,35,6590.0,620.8
34,36,8854.7,819.7
34,37,8789.6,981.2
34,38,12628.3,1148.5
34,39,5378.6,661.9
34,40,7872.1,640.6
34,41,19013.3,1386.9
34,42,7458.0,676.7
34,43,33421.1,2444.9
34,44,14611.1,1281.2
34,45,12413.7,820.8
34,46,5890.6,555.3
34,47,10771.2,1047.4
34,48,3051.4,447.4
34,49,4186.9,413.2
34,50,12041.5,1056.9
34,51,9748.8,833.8
34,52,14117.4,1091.1
34,53,18570.6,1386.1
34,54,11877.0,815.6
34,55,11119.7,957.6
34,56,13390.0,1104.4
34,57,2985.9,326.6
34,58,8585.6,660.8
34,59,23117.6,1791.7
34,60,4617.4,570.4
34,61,25050.7,1632.0
34,62,13011.1,1015.8
34,63,5632.8,456.6
34,64,9879.3,1222.2
34,65,7613.0,893.9
34,66,5255.6,636.7
34,67,10322.9,909.5
34,68,4235.1,533.9
34,69,11361.0,975.9
34,70,26555.5,1740.3
34,71,4659.6,508.0
34,72,8065.1,624.4
34,73,25269.4,1733.3
34,74,14504.7,1215.3
34,75,21161.8,1606.4
34,76,12268.3,809.5
34,77,10358.5,699.3
34,78,24316.7,1655.2
34,79,20926.5,1498.7
34,80,2946.1,410.6
34,81,16976.9,1184.2
34,82,3772.7,557.1
34,83,23864.9,1618.7
34,84,19142.5,1440.1
34,85,9065.5,740.1
34,86,20617.5,1544.5
34,87,16763.8,1403.9
34,88,9987.8,683.1
34,89,34384.5,2544.4
34,90,15386.0,1153.2
34,91,1733.8,259.6
34,92,7249.7,811.8
34,93,20058.7,1484.3
34,94,19099.3,1399.5
34,95,7171.3,840.4
34,96,9905.9,906.1
34,97,6838.0,595.6
34,98,12058.4,1793.1
34,99,13268.8,1313.2
34,100,3955.4,465.4
34,101,10304.4,864.3
34,102,13267.9,1126.9
35,1,23124.0,1629.3
35,2,10818.6,947.3
35,3,24357.5,1690.7
35,4,19670.9,1262.5
35,5,9181.2,782.1
35,6,8704.2,632.0
35,7,3521.6,405.2
35,8,13247.0,985.7
35,9,21779.0,1394.8
35,10,9046.9,781.5
35,11,11361.4,850.5
35,12,6801.3,626.9
35,13,13427.6,1045.0
35,14,22001.4,1720.7
35,15,10931.7,788.0
35,16,19716.1,1484.5
35,17,30339.5,2240.4
35,18,25782.7,1864.7
35,19,20094.2,1323.4
35,20,14449.3,1459.5
35,21,20756.0,1399.9
35,22,9875.8,783.3
35,23,13146.4,1115.0
35,24,13078.7,1103.2
35,25,12453.7,859.1
35,26,10697.4,918.7
35,27,2408.4,190.1
35,28,10153.2,778.9
35,29,11446.6,752.2
35,30,6614.6,495.5
35,31,14776.4,957.5
35,32,13590.7,1073.2
35,33,19088.4,1296.3
35,34,7105.0,609.7
35,36,5511.5,483.0
35,37,8731.7,804.1
35,38,10951.4,897.8
35,39,4611.3,349.6
35,40,9285.9,656.5
35,41,18555.5,1277.1
35,42,6184.8,425.5
35,43,29053.4,2173.3
35,44,12418.9,1038.8
35,45,16326.6,1058.5
35,46,1169.6,180.0
35,47,5386.0,667.9
35,48,12310.3,836.1
35,49,3958.3,356.1
35,50,11550.9,924.5
35,51,6748.8,555.0
35,52,13659.6,981.3
35,53,13953.5,1120.4
35,54,15789.9,1053.3
35,55,7776.5,620.9
35,56,12932.2,994.6
35,57,8058.9,607.2
35,58,12498.5,898.5
35,59,19774.5,1455.0
35,60,9819.3,846.1
35,61,24592.9,1522.2
35,62,8972.7,776.0
35,63,9545.7,694.3
35,64,7931.9,914.1
35,65,7091.2,590.2
35,66,4732.7,366.9
35,67,11045.6,809.6
35,68,4640.8,454.4
35,69,10903.1,866.1
35,70,22187.8,1468.7
35,71,3475.6,320.4
35,72,11978.0,862.1
35,73,24811.6,1623.5
35,74,14161.0,1083.8
35,75,16524.7,1285.2
35,76,16181.2,1047.2
35,77,14271.4,937.0
35,78,19949.0,1383.6
35,79,16671.4,1334.6
35,80,7959.2,701.9
35,81,11531.2,901.1
35,82,8952.8,850.7
35,83,23407.1,1508.9
35,84,13098.2,1108.8
35,85,3159.6,246.1
35,86,16249.8,1272.9
35,87,15086.8,1153.2
35,88,13900.7,920.8
35,89,30016.9,2272.8
35,90,14928.2,1043.4
35,91,6997.5,642.2
35,92,5774.6,526.8
35,93,14953.6,1180.9
35,94,14482.2,1133.8
35,95,6649.6,536.7
35,96,5203.3,558.6
35,97,6940.5,515.9
35,98,11423.0,1557.7
35,99,13991.4,1213.3
35,100,10226.6,942.4
35,101,4398.4,370.3
35,102,9924.7,790.2
36,1,16994.0,1320.3
36,2,14216.2,1379.8
36,3,19341.1,1310.6
36,4,13540.9,953.5
36,5,11529.4,847.2
36,6,8037.4,598.0
36,7,3628.2,374.8
36,8,8809.0,787.4
36,9,15649.0,1085.8
36,10,12444.4,1214.0
36,11,6279.0,571.8
36,12,9840.2,897.6
36,13,12760.8,1011.0
36,14,16985.1,1340.6
36,15,10264.9,754.0
36,16,14699.7,1104.4
36,17,25323.1,1860.3
36,18,20766.4,1484.6
36,19,13964.2,1014.4
36,20,17488.2,1730.2
36,21,14626.0,1090.9
36,22,4859.4,403.2
36,23,12479.6,1081.0
36,24,8062.3,723.1
36,25,11786.9,825.1
36,26,5681.1,538.6
36,27,5716.2,494.0
36,28,11230.3,777.7
36,29,10779.8,718.2
36,30,9653.5,766.2
36,31,16120.2,1208.3
36,32,8574.4,693.1
36,33,12958.4,987.3
36,34,10143.9,880.4
36,35,6265.0,557.6
36,37,12129.3,1236.6
36,38,10284.6,863.8
36,39,8008.9,782.1
36,40,8619.1,622.5
36,41,12425.5,968.1
36,42,5518.0,391.5
36,43,24037.1,1793.2
36,44,11785.4,1001.1
36,45,16804.9,1205.7
36,46,5391.3,450.8
36,47,2182.7,324.9
36,48,15349.2,1106.8
36,49,7454.9,647.4
36,50,8297.3,863.8
36,51,4453.2,428.7
36,52,7886.4,679.4
36,53,8937.2,740.3
36,54,17228.2,1286.9
36,55,2760.2,240.8
36,56,8238.6,712.9
36,57,11515.4,877.0
36,58,15537.3,1169.2
36,59,14758.1,1074.9
36,60,10119.5,822.3
36,61,18462.9,1213.2
36,62,3956.4,395.9
36,63,12584.6,965.0
36,64,11329.5,1346.6
36,65,10488.8,1022.7
36,66,8130.3,799.4
36,67,10378.7,775.6
36,68,6798.5,659.3
36,69,6209.1,661.8
36,70,17171.5,1088.6
36,71,6514.5,591.1
36,72,15016.9,1132.8
36,73,18681.6,1314.5
36,74,9353.3,823.8
36,75,11508.3,905.1
36,76,15548.3,1135.8
36,77,17310.3,1207.7
36,78,14932.7,1003.5
36,79,11655.0,954.5
36,80,11607.9,1055.0
36,81,6514.9,521.0
36,82,12325.8,1266.6
36,83,17277.1,1199.9
36,84,8081.9,728.7
36,85,6117.6,672.7
36,86,11233.5,892.8
36,87,14420.0,1119.2
36,88,16939.6,1191.5
36,89,25000.5,1892.7
36,90,9155.1,741.5
36,91,10036.4,912.9
36,92,9172.2,959.3
36,93,9937.3,800.8
36,94,9465.8,753.7
36,95,10047.1,969.2
36,96,2022.2,218.5
36,97,6273.7,481.9
36,98,14820.5,1990.2
36,99,13324.6,1179.3
36,100,13265.5,1213.1
36,101,7356.4,796.9
36,102,4908.3,410.1
37,1,30913.7,2335.1
37,2,4638.9,473.6
37,3,32147.2,2396.5
37,4,27460.6,1968.3
37,5,13026.1,1369.1
37,6,16493.9,1337.8
37,7,12542.1,1115.9
37,8,21036.6,1691.5
37,9,29568.7,2100.6
37,10,2867.2,307.8
37,11,17201.4,1508.5
37,12,7558.6,866.3
37,13,21217.3,1750.8
37,14,29791.1,2426.5
37,15,14731.9,1470.5
37,16,27505.8,2190.3
37,17,38129.2,2946.2
37,18,33572.4,2570.5
37,19,27883.9,2029.2
37,20,13178.7,1402.1
37,21,28545.7,2105.7
37,22,17665.5,1489.1
37,23,20936.1,1820.8
37,24,20868.3,1809.0
37,25,20243.4,1564.9
37,26,18487.1,1624.5
37,27,10198.1,895.9
37,28,13998.1,1365.9
37,29,19236.3,1458.0
37,30,10459.5,1082.5
37,31,17745.4,1460.8
37,32,21380.4,1779.0
37,33,26878.1,2002.1
37,34,8508.8,969.5
37,35,8698.8,812.6
37,36,12112.6,1173.6
37,38,18741.0,1603.6
37,39,4574.5,584.9
37,40,17075.6,1362.3
37,41,26345.2,1982.9
37,42,13974.5,1131.3
37,43,36843.1,2879.1
37,44,20208.6,1744.6
37,45,19295.6,1561.8
37,46,9903.4,896.7
37,47,11754.7,1258.9
37,48,10234.1,944.9
37,49,7371.9,865.2
37,50,19340.6,1630.3
37,51,14538.5,1260.8
37,52,21449.2,1687.1
37,53,21743.2,1826.2
37,54,18758.9,1556.6
37,55,15566.2,1326.7
